position,name,ros_total,ros_mean,week_points
WR,Nelson Spruce,18.4,2.0444444444444443,1.5
WR,Odell Beckham,98.0,9.8,13.5
WR,Paul Richardson,35.5,3.2272727272727275,1.6
WR,Pharoh Cooper,0.0,0.0,0.0
WR,Phillip Dorsett,79.9,7.263636363636364,4.4
WR,Pierre Garcon,69.6,6.96,11.2
WR,Quan Bray,0.0,0.0,0.0
WR,Quincy Enunwa,50.7,5.07,4.2
WR,Quinton Patton,62.1,5.6454545454545455,3.4
WR,Randall Cobb,68.60000000000001,6.236363636363636,11.3
WR,Rashad Greene,17.7,1.6090909090909091,0.8
WR,Rashad Ross,12.1,1.21,0.5
WR,Rashard Higgins,10.1,1.01,0.7
WR,Ricardo Louis,13.6,1.36,3.9
WR,Rishard Matthews,43.800000000000004,4.38,4.3
WR,Robby Anderson,10.100000000000001,1.01,0.6
WR,Robert Woods,51.0,5.1,4.7
WR,Rod Streater,18.0,1.8,0.9
WR,Roger Lewis,21.8,2.18,1.3
WR,Russell Shepard,6.8,0.6181818181818182,0.5
WR,Ryan Grant,7.8,0.78,0.7
WR,Sammie Coates,61.1,6.11,5.6
WR,Sammy Watkins,0.0,0.0,NA
WR,Seantavius Jones,0.0,0.0,0.0
WR,Seth DeValve,4.6,0.46,0.4
WR,Seth Roberts,38.8,3.88,9.2
WR,Stedman Bailey,0.0,0.0,0.0
WR,Stefon Diggs,92.7,8.427272727272728,12.2
WR,Stephen BurtonIR   ,0.0,0.0,0.0
WR,Sterling Shepard,66.7,6.67,3.9
WR,Steve Johnson,0.0,0.0,0.0
WR,Steve Smith,95.3,9.53,5.8
WR,T.J. Jones,0.0,0.0,0.0
WR,T.Y. Hilton,107.2,9.745454545454546,13.5
WR,Tajae Sharpe,63.5,6.35,3.4
WR,Tavarres King,14.0,1.4000000000000001,0.4
WR,Tavon Austin,75.9,7.59,6.0
WR,Taylor Gabriel,22.1,2.21,1.9
WR,Ted Ginn,64.2,6.42,NA
WR,Terrance Williams,71.3,7.13,NA
WR,Terrelle Pryor,46.699999999999996,4.67,5.3
WR,Tommylee Lewis,20.5,1.8636363636363638,1.6
WR,Torrey Smith,49.1,4.91,3.3
WR,Travis Benjamin,83.0,8.299999999999999,5.0
WR,Tre McBride,0.0,0.0,0.0
WR,Trevor Davis,18.0,1.6363636363636365,6.9
WR,Ty Montgomery,8.8,0.8,8.8
WR,Tyler Boyd,43.9,4.39,9.2
WR,Tyler Lockett,62.2,5.654545454545454,2.9
WR,Tyreek Hill,30.5,2.772727272727273,8.4
WR,Tyrell Williams,84.6,8.46,5.7
WR,Victor Cruz,72.0,7.2,4.2
WR,Vince Mayle,0.0,0.0,NA
WR,Vincent BrownIR   ,0.0,0.0,0.0
WR,Vincent Jackson,55.400000000000006,5.036363636363636,0.0
WR,Walt Powell,1.1,0.11000000000000001,1.1
WR,Will Fuller,79.2,7.92,10.9
WR,Willie Snead,107.2,9.745454545454546,7.3
